"DATE & TIME","USER NAME","EVENT","TARGET NAME","PROJECT NAME"
"2026-02-11T21:05:55.725Z","integration-test","Publish App","tendler3","tendler3"
"2026-02-11T21:05:55.724Z","integration-test","Start Run","","tendler3"
"2026-02-11T21:05:55.680Z","integration-test","Mount External Data Volumes to Execution","tendler3","tendler3"
"2026-02-11T21:05:55.574Z","integration-test","Update App Custom URL","abc","tendler3"
"2026-02-11T21:05:27.988Z","integration-test","View Repo File","","tendler3"
"2026-02-11T21:05:23.220Z","integration-test","Create Project","tendler3","tendler3"
"2026-02-11T21:05:23.210Z","integration-test","Add Grant For Dataset","integration-test","tendler3"
"2026-02-11T21:05:23.204Z","integration-test","Create Dataset","tendler3","tendler3"
"2026-02-11T20:55:11.501Z","agnes_domino","Start a Workspace Session","agnes_domino's SAS session","CDISC01_CSR"
"2026-02-11T20:55:11.490Z","agnes_domino","Start Run","","CDISC01_CSR"
"2026-02-11T20:55:11.408Z","agnes_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-11T20:55:11.277Z","agnes_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-11T20:39:38.273Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-11T20:28:20.390Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-11T20:16:44.682Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-11T17:22:39.395Z","ross_domino","Stop a Workspace Session","ross_domino's RStudio session","Introduction_to_Domino"
"2026-02-11T16:59:24.194Z","ross_domino","Set Environment Variable","SERVICE_ACCOUNT","Introduction_to_Domino"
"2026-02-11T16:46:19.247Z","ross_domino","Start Run","","Introduction_to_Domino"
"2026-02-11T16:46:19.247Z","ross_domino","Publish App","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-11T16:46:19.199Z","ross_domino","Mount External Data Volumes to Execution","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-11T16:46:19.052Z","ross_domino","Stop App","","Introduction_to_Domino"
"2026-02-11T16:43:11.856Z","ross_domino","View Repo File","","Introduction_to_Domino"
"2026-02-11T16:33:29.729Z","ross_domino","Start Run","","Introduction_to_Domino"
"2026-02-11T16:33:29.729Z","ross_domino","Publish App","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-11T16:33:29.666Z","ross_domino","Mount External Data Volumes to Execution","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-11T16:33:29.510Z","ross_domino","Update App Custom URL","Demo Histogram App","Introduction_to_Domino"
"2026-02-11T16:17:47.997Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-11T16:16:22.278Z","ross_domino","Start a Workspace Session","ross_domino's RStudio session","Introduction_to_Domino"
"2026-02-11T16:16:22.269Z","ross_domino","Start Run","","Introduction_to_Domino"
"2026-02-11T16:16:22.218Z","ross_domino","Mount External Data Volumes to Execution","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-11T16:16:04.284Z","ross_domino","View Repo File","","Introduction_to_Domino"
"2026-02-11T16:12:43.107Z","integration-test","Archive Project","Traceability_App","Traceability_App"
"2026-02-11T16:12:41.040Z","integration-test","View Repo File","","Traceability_App"
"2026-02-11T16:12:10.138Z","integration-test","Stop App","","Traceability_App"
"2026-02-11T16:11:49.211Z","integration-test","View Repo File","","Traceability_App"
"2026-02-11T16:11:29.283Z","integration-test","View Repo File","","Traceability_App"
"2026-02-11T16:07:15.876Z","integration-test","Start Run","","Traceability_App"
"2026-02-11T16:07:15.876Z","integration-test","Publish App","Traceability_App","Traceability_App"
"2026-02-11T16:07:15.827Z","integration-test","Mount External Data Volumes to Execution","Traceability_App","Traceability_App"
"2026-02-11T15:57:42.993Z","integration-test","Publish App","Traceability_App","Traceability_App"
"2026-02-11T15:57:42.992Z","integration-test","Start Run","","Traceability_App"
"2026-02-11T15:57:42.948Z","integration-test","Mount External Data Volumes to Execution","Traceability_App","Traceability_App"
"2026-02-11T15:56:42.209Z","integration-test","Stop App","","Traceability_App"
"2026-02-11T15:54:51.059Z","ross_domino","Update Project Setting Event","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-11T15:54:47.098Z","ross_domino","Change Project Environment","Domino Standard Environment Py3.10 R4.5","Introduction_to_Domino"
"2026-02-11T15:54:43.427Z","ross_domino","Publish App","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-11T15:54:43.426Z","ross_domino","Start Run","","Introduction_to_Domino"
"2026-02-11T15:54:43.383Z","ross_domino","Mount External Data Volumes to Execution","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-11T15:54:43.291Z","ross_domino","Update App Custom URL","testtest","Introduction_to_Domino"
"2026-02-11T15:54:43.178Z","integration-test","Publish App","Traceability_App","Traceability_App"
"2026-02-11T15:54:43.177Z","integration-test","Start Run","","Traceability_App"
"2026-02-11T15:54:43.135Z","integration-test","Mount External Data Volumes to Execution","Traceability_App","Traceability_App"
"2026-02-11T15:54:43.026Z","integration-test","Update App Custom URL","test native react","Traceability_App"
"2026-02-11T15:54:10.368Z","integration-test","View Repo File","","Traceability_App"
"2026-02-11T15:53:56.898Z","integration-test","View Repo File","","Traceability_App"
"2026-02-11T15:53:51.182Z","integration-test","Stop App","","Traceability_App"
"2026-02-11T15:53:42.404Z","ross_domino","View Repo File","","Introduction_to_Domino"
"2026-02-11T15:52:49.688Z","ross_domino","Stop App","","Introduction_to_Domino"
"2026-02-11T15:51:32.211Z","integration-test","Start Run","","Traceability_App"
"2026-02-11T15:51:32.211Z","integration-test","Publish App","Traceability_App","Traceability_App"
"2026-02-11T15:51:32.166Z","integration-test","Mount External Data Volumes to Execution","Traceability_App","Traceability_App"
"2026-02-11T15:51:12.653Z","integration-test","Stop App","","Traceability_App"
"2026-02-11T15:50:44.598Z","ross_domino","Start Run","","Introduction_to_Domino"
"2026-02-11T15:50:44.598Z","ross_domino","Publish App","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-11T15:50:44.554Z","ross_domino","Mount External Data Volumes to Execution","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-11T15:50:44.437Z","ross_domino","Update App Custom URL","test","Introduction_to_Domino"
"2026-02-11T15:49:44.904Z","ross_domino","View Repo File","","Introduction_to_Domino"
"2026-02-11T15:49:18.010Z","ross_domino","View Repo File","","flows_builder_app_dev"
"2026-02-11T15:49:07.009Z","ross_domino","View Repo File","","flows_builder_app_dev"
"2026-02-11T15:47:46.836Z","ross_domino","View Repo File","","Introduction_to_Domino"
"2026-02-11T15:47:28.620Z","ross_domino","View Repo File","","Introduction_to_Domino"
"2026-02-11T15:46:04.697Z","integration-test","Start Run","","Traceability_App"
"2026-02-11T15:46:04.697Z","integration-test","Publish App","Traceability_App","Traceability_App"
"2026-02-11T15:46:04.647Z","integration-test","Mount External Data Volumes to Execution","Traceability_App","Traceability_App"
"2026-02-11T15:45:53.422Z","integration-test","Stop App","","Traceability_App"
"2026-02-11T15:39:18.394Z","integration-test","Start Run","","Traceability_App"
"2026-02-11T15:39:18.394Z","integration-test","Publish App","Traceability_App","Traceability_App"
"2026-02-11T15:39:18.344Z","integration-test","Mount External Data Volumes to Execution","Traceability_App","Traceability_App"
"2026-02-11T15:39:18.201Z","integration-test","Update App Custom URL","Traceability_Test","Traceability_App"
"2026-02-11T15:38:46.485Z","integration-test","View Repo File","","Traceability_App"
"2026-02-11T15:34:06.926Z","integration-test","View Repo File","","Traceability_App"
"2026-02-11T04:56:19.115Z","integration-test","Stop App","","Traceability_App"
"2026-02-11T04:45:12.568Z","integration-test","Start Run","","Traceability_App"
"2026-02-11T04:45:12.568Z","integration-test","Publish App","Traceability_App","Traceability_App"
"2026-02-11T04:45:12.522Z","integration-test","Mount External Data Volumes to Execution","Traceability_App","Traceability_App"
"2026-02-11T04:44:44.963Z","integration-test","Stop App","","Traceability_App"
"2026-02-11T04:34:17.156Z","integration-test","View Repo File","","Traceability_App"
"2026-02-11T04:34:02.439Z","integration-test","Start Run","","Traceability_App"
"2026-02-11T04:34:02.439Z","integration-test","Publish App","Traceability_App","Traceability_App"
"2026-02-11T04:34:02.389Z","integration-test","Mount External Data Volumes to Execution","Traceability_App","Traceability_App"
"2026-02-11T04:33:40.981Z","integration-test","Stop App","","Traceability_App"
"2026-02-11T04:28:17.360Z","integration-test","Start Run","","Traceability_App"
"2026-02-11T04:28:17.360Z","integration-test","Publish App","Traceability_App","Traceability_App"
"2026-02-11T04:28:17.316Z","integration-test","Mount External Data Volumes to Execution","Traceability_App","Traceability_App"
"2026-02-11T04:28:17.204Z","integration-test","Update App Custom URL","Traceability","Traceability_App"
"2026-02-11T04:27:39.197Z","integration-test","View Repo File","","Traceability_App"
"2026-02-11T04:27:34.063Z","integration-test","Create Project","Traceability_App","Traceability_App"
"2026-02-11T04:27:34.053Z","integration-test","Add Grant For Dataset","integration-test","Traceability_App"
"2026-02-11T04:27:34.043Z","integration-test","Create Dataset","Traceability_App","Traceability_App"
"2026-02-11T04:12:45.576Z","etan_domino","Stop a Workspace Session","etan_domino's JupyterLab session","data_buddy_app_dev"
"2026-02-11T04:06:17.008Z","etan_domino","Start Run","","data_buddy_app_dev"
"2026-02-11T04:06:17.008Z","etan_domino","Publish App","data_buddy_app_dev","data_buddy_app_dev"
"2026-02-11T04:06:16.953Z","etan_domino","Mount NetApp-backed Volumes to Execution","data_buddy_app_dev","data_buddy_app_dev"
"2026-02-11T04:06:16.882Z","etan_domino","Mount External Data Volumes to Execution","data_buddy_app_dev","data_buddy_app_dev"
"2026-02-11T04:04:25.497Z","etan_domino","Synchronize working directory","","data_buddy_app_dev"
"2026-02-11T04:03:17.900Z","etan_domino","Stop App","","data_buddy_app_dev"
"2026-02-11T02:42:41.029Z","etan_domino","Start a Workspace Session","etan_domino's JupyterLab session","data_buddy_app_dev"
"2026-02-11T02:42:41.019Z","etan_domino","Start Run","","data_buddy_app_dev"
"2026-02-11T02:42:40.966Z","etan_domino","Mount External Data Volumes to Execution","data_buddy_app_dev","data_buddy_app_dev"
"2026-02-10T22:45:43.652Z","sdtm_owner","Create NetApp-backed Snapshot","",""
"2026-02-10T22:45:24.262Z","sdtm_owner","Access Datasource from Code Execution","CDISC01_Raw_Data","CDISC01_SDTM"
"2026-02-10T22:45:00.328Z","sdtm_owner","Start Run","","CDISC01_SDTM"
"2026-02-10T22:45:00.280Z","sdtm_owner","Mount NetApp-backed Volumes to Execution","CDISC01_SDTM","CDISC01_SDTM"
"2026-02-10T22:45:00.139Z","sdtm_owner","Mount External Data Volumes to Execution","CDISC01_SDTM","CDISC01_SDTM"
"2026-02-10T22:17:20.464Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-10T22:15:36.716Z","ross_domino","View File","quick-start","quick-start"
"2026-02-10T22:11:19.395Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-10T15:06:10.218Z","ross_domino","Set Environment Variable","SNAPSHOT_TAG","CDISC01_CSR"
"2026-02-10T15:05:49.666Z","ross_domino","Add Tags to NetApp-backed Snapshot","",""
"2026-02-10T15:04:30.036Z","ross_domino","Start a Workspace Session","ross_domino's SAS session","CDISC01_CSR"
"2026-02-10T15:04:30.027Z","ross_domino","Start Run","","CDISC01_CSR"
"2026-02-10T15:04:29.908Z","ross_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-10T15:04:29.800Z","ross_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-10T15:04:28.848Z","ross_domino","Update Workspace","ross_domino's SAS session","CDISC01_CSR"
"2026-02-10T15:04:24.510Z","ross_domino","Stop a Workspace Session","ross_domino's SAS session","CDISC01_CSR"
"2026-02-10T14:53:06.314Z","ross_domino","Start a Workspace Session","ross_domino's SAS session","CDISC01_CSR"
"2026-02-10T14:53:06.305Z","ross_domino","Start Run","","CDISC01_CSR"
"2026-02-10T14:53:06.229Z","ross_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-10T14:53:01.123Z","ross_domino","View Repo File","","CDISC01_CSR"
"2026-02-09T21:09:26.035Z","etan_domino","Stop a Workspace Session","etan_domino's JupyterLab session","data_buddy_app_dev"
"2026-02-09T21:09:13.782Z","etan_domino","Start Run","","data_buddy_app_dev"
"2026-02-09T21:09:13.782Z","etan_domino","Publish App","data_buddy_app_dev","data_buddy_app_dev"
"2026-02-09T21:09:13.725Z","etan_domino","Mount NetApp-backed Volumes to Execution","data_buddy_app_dev","data_buddy_app_dev"
"2026-02-09T21:09:13.649Z","etan_domino","Mount External Data Volumes to Execution","data_buddy_app_dev","data_buddy_app_dev"
"2026-02-09T21:06:38.347Z","etan_domino","Synchronize working directory","","data_buddy_app_dev"
"2026-02-09T21:02:18.434Z","etan_domino","Start a Workspace Session","etan_domino's JupyterLab session","data_buddy_app_dev"
"2026-02-09T21:02:18.425Z","etan_domino","Start Run","","data_buddy_app_dev"
"2026-02-09T21:02:18.367Z","etan_domino","Mount External Data Volumes to Execution","data_buddy_app_dev","data_buddy_app_dev"
"2026-02-09T21:02:06.092Z","etan_domino","Stop App","","data_buddy_app_dev"
"2026-02-06T22:15:32.078Z","integration-test","Publish App","test-audit","test-audit"
"2026-02-06T22:15:32.077Z","integration-test","Start Run","","test-audit"
"2026-02-06T22:15:32.032Z","integration-test","Mount External Data Volumes to Execution","test-audit","test-audit"
"2026-02-06T22:14:56.487Z","integration-test","Upload Files","test-audit","test-audit"
"2026-02-06T22:05:39.031Z","integration-test","Start a Workspace Session","integration-test's Posit session","positron-testing"
"2026-02-06T22:05:39.021Z","integration-test","Start Run","","positron-testing"
"2026-02-06T22:05:38.971Z","integration-test","Mount External Data Volumes to Execution","positron-testing","positron-testing"
"2026-02-06T20:15:19.148Z","integration-test","Stop App","","test-audit"
"2026-02-06T20:13:58.883Z","integration-test","Publish App","test-audit","test-audit"
"2026-02-06T20:13:58.882Z","integration-test","Start Run","","test-audit"
"2026-02-06T20:13:58.834Z","integration-test","Mount External Data Volumes to Execution","test-audit","test-audit"
"2026-02-06T20:13:58.758Z","integration-test","Update App Custom URL","test","test-audit"
"2026-02-06T20:13:44.947Z","integration-test","Upload Files","test-audit","test-audit"
"2026-02-06T20:13:25.601Z","integration-test","Create Project","test-audit","test-audit"
"2026-02-06T20:13:25.595Z","integration-test","Add Grant For Dataset","integration-test","test-audit"
"2026-02-06T20:13:25.588Z","integration-test","Create Dataset","test-audit","test-audit"
"2026-02-06T19:48:15.353Z","integration-test","Start a Workspace Session","Testing","positron-testing"
"2026-02-06T19:48:15.345Z","integration-test","Start Run","","positron-testing"
"2026-02-06T19:48:15.294Z","integration-test","Mount External Data Volumes to Execution","positron-testing","positron-testing"
"2026-02-06T19:47:57.162Z","integration-test","Edit Environment Visibility","Posit Workbench",""
"2026-02-06T19:47:05.493Z","integration-test","Change Project Environment","Posit Workbench","positron-testing"
"2026-02-06T19:44:19.950Z","integration-test","Create Project","positron-testing","positron-testing"
"2026-02-06T19:44:19.944Z","integration-test","Add Grant For Dataset","integration-test","positron-testing"
"2026-02-06T19:44:19.938Z","integration-test","Create Dataset","positron-testing","positron-testing"
"2026-02-06T19:36:53.975Z","domino-superuser","Set As Active Environment Revision","Posit Workbench",""
"2026-02-06T19:32:35.263Z","integration-test","Create Environment Revision","Posit Workbench",""
"2026-02-06T19:31:47.177Z","integration-test","Create Environment Revision","Posit Workbench",""
"2026-02-06T19:31:47.168Z","integration-test","Create Environment","Posit Workbench",""
"2026-02-06T19:08:28.310Z","agnes_domino","Stop a Workspace Session","AY - VSCode and Github Copilot","CDISC01_CSR"
"2026-02-06T18:59:54.242Z","agnes_domino","Start a Workspace Session","AY - VSCode and Github Copilot","CDISC01_CSR"
"2026-02-06T18:59:54.234Z","agnes_domino","Start Run","","CDISC01_CSR"
"2026-02-06T18:59:54.196Z","agnes_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-06T18:59:54.045Z","agnes_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-06T18:55:29.599Z","agnes_domino","Stop a Workspace Session","agnes_domino's SAS session","CDISC01_CSR"
"2026-02-06T18:51:22.697Z","agnes_domino","Start a Workspace Session","agnes_domino's SAS session","CDISC01_CSR"
"2026-02-06T18:51:22.686Z","agnes_domino","Start Run","","CDISC01_CSR"
"2026-02-06T18:51:22.566Z","agnes_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-06T18:51:22.240Z","agnes_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-06T18:51:02.901Z","agnes_domino","Stop a Workspace Session","AY - VSCode and Github Copilot","CDISC01_CSR"
"2026-02-06T18:26:16.360Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-06T18:26:16.206Z","agnes_domino","Start a Workspace Session","AY - VSCode and Github Copilot","CDISC01_CSR"
"2026-02-06T18:26:16.198Z","agnes_domino","Start Run","","CDISC01_CSR"
"2026-02-06T18:26:16.157Z","agnes_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-06T18:26:16.026Z","agnes_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-05T19:07:15.722Z","agnes_domino","Stop a Workspace Session","agnes_domino's SAS session","CDISC01_CSR"
"2026-02-05T19:07:04.366Z","agnes_domino","Stop a Workspace Session","agnes_domino's Jupyter (Python, R, Julia) session","CDISC01_CSR"
"2026-02-05T19:06:51.965Z","agnes_domino","Stop a Workspace Session","AY - VSCode and Github Copilot","CDISC01_CSR"
"2026-02-05T19:06:41.132Z","agnes_domino","Stop a Workspace Session","agnes_domino's vscode session","quick-start"
"2026-02-05T19:06:01.513Z","integration-test","View File","quick-start","quick-start"
"2026-02-05T18:44:51.955Z","ross_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T18:28:21.816Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T18:06:11.819Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T17:44:32.276Z","agnes_domino","Update Project Task Assignee","T_POP Output , Insert ADaM Data Set","CDISC01_CSR"
"2026-02-05T17:44:29.279Z","agnes_domino","Change Stage of Project Task","T_POP Output , Insert ADaM Data Set","CDISC01_CSR"
"2026-02-05T17:43:19.186Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T17:35:29.466Z","agnes_domino","Add Grant for NetApp-backed Volume","agnes_domino",""
"2026-02-05T17:34:54.345Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T16:58:49.958Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T16:57:49.415Z","agnes_domino","Create Governance Finding","Attach T_POP Reports","CDISC01_CSR"
"2026-02-05T16:56:31.845Z","agnes_domino","Add Attachment to Bundle","logs/t_pop.log","CDISC01_CSR"
"2026-02-05T16:56:17.452Z","agnes_domino","Add Attachment to Bundle","tfl/t_pop.pdf","CDISC01_CSR"
"2026-02-05T16:55:51.423Z","agnes_domino","Add Attachment to Bundle","qc/tfl/qc_t_pop.sas","CDISC01_CSR"
"2026-02-05T16:55:31.979Z","agnes_domino","Add Attachment to Bundle","prod/tfl/t_pop.sas","CDISC01_CSR"
"2026-02-05T16:54:59.858Z","agnes_domino","Update Governance Bundle Stage Assignee","T_POP Output","CDISC01_CSR"
"2026-02-05T16:51:08.296Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T16:50:19.207Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T16:49:54.114Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T16:49:46.172Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T16:41:14.414Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T16:40:53.796Z","agnes_domino","Start a Workspace Session","agnes_domino's SAS session","CDISC01_CSR"
"2026-02-05T16:40:53.785Z","agnes_domino","Start Run","","CDISC01_CSR"
"2026-02-05T16:40:53.654Z","agnes_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-05T16:40:53.569Z","agnes_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-05T16:40:42.146Z","agnes_domino","Start a Workspace Session","agnes_domino's Jupyter (Python, R, Julia) session","CDISC01_CSR"
"2026-02-05T16:40:42.137Z","agnes_domino","Start Run","","CDISC01_CSR"
"2026-02-05T16:40:42.095Z","agnes_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-05T16:40:42.005Z","agnes_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-05T16:40:37.019Z","agnes_domino","Start a Workspace Session","AY - VSCode and Github Copilot","CDISC01_CSR"
"2026-02-05T16:40:37.009Z","agnes_domino","Start Run","","CDISC01_CSR"
"2026-02-05T16:40:36.970Z","agnes_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-05T16:40:36.843Z","agnes_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-05T16:40:32.800Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T16:36:32.818Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T15:49:42.796Z","ross_domino","Stop a Workspace Session","ross_domino's SAS session","CDISC01_CSR"
"2026-02-05T15:09:53.070Z","agnes_domino","View Repo File","","PHUSE_aesummaries"
"2026-02-05T14:51:30.780Z","ross_domino","Start a Workspace Session","ross_domino's SAS session","CDISC01_CSR"
"2026-02-05T14:51:30.774Z","ross_domino","Start Run","","CDISC01_CSR"
"2026-02-05T14:51:30.633Z","ross_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-05T14:51:21.895Z","ross_domino","Stop a Workspace Session","ross_domino's SAS session","CDISC01_CSR"
"2026-02-05T14:51:13.842Z","ross_domino","Add Imported Git Repo","SCE_QC_Dashboad","CDISC01_CSR"
"2026-02-05T14:28:28.304Z","ross_domino","Start a Workspace Session","ross_domino's SAS session","CDISC01_CSR"
"2026-02-05T14:28:28.297Z","ross_domino","Start Run","","CDISC01_CSR"
"2026-02-05T14:28:28.182Z","ross_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-05T14:28:23.746Z","ross_domino","View Repo File","","CDISC01_CSR"
"2026-02-05T14:26:58.097Z","agnes_domino","Synchronize working directory","","quick-start"
"2026-02-05T14:25:49.320Z","agnes_domino","Start a Workspace Session","agnes_domino's vscode session","quick-start"
"2026-02-05T14:25:49.314Z","agnes_domino","Start Run","","quick-start"
"2026-02-05T14:25:49.270Z","agnes_domino","Mount External Data Volumes to Execution","quick-start","quick-start"
"2026-02-04T23:22:16.684Z","integration-test","View Repo File","","Workspace_Audit_Dashboard"
"2026-02-04T23:22:04.899Z","integration-test","View Repo File","","Workspace_Audit_Dashboard"
"2026-02-04T22:48:30.851Z","agnes_domino","Stop a Workspace Session","agnes_domino's vscode session","quick-start"
"2026-02-04T22:40:03.325Z","agnes_domino","Start a Workspace Session","agnes_domino's vscode session","quick-start"
"2026-02-04T22:40:03.319Z","agnes_domino","Start Run","","quick-start"
"2026-02-04T22:40:03.272Z","agnes_domino","Mount External Data Volumes to Execution","quick-start","quick-start"
"2026-02-04T22:39:29.069Z","agnes_domino","Stop a Workspace Session","AY - VSCode and Github Copilot","CDISC01_CSR"
"2026-02-04T22:38:53.154Z","agnes_domino","Start a Workspace Session","AY - VSCode and Github Copilot","CDISC01_CSR"
"2026-02-04T22:38:53.145Z","agnes_domino","Start Run","","CDISC01_CSR"
"2026-02-04T22:38:53.103Z","agnes_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-04T22:38:52.980Z","agnes_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-04T22:38:48.369Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-04T22:38:14.574Z","agnes_domino","Stop a Workspace Session","agnes_domino's Jupyter (Python, R, Julia) session","CDISC01_CSR"
"2026-02-04T22:36:54.253Z","agnes_domino","Start a Workspace Session","agnes_domino's Jupyter (Python, R, Julia) session","CDISC01_CSR"
"2026-02-04T22:36:54.245Z","agnes_domino","Start Run","","CDISC01_CSR"
"2026-02-04T22:36:54.201Z","agnes_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-04T22:36:54.087Z","agnes_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-04T22:35:35.307Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-04T22:35:27.184Z","agnes_domino","Stop a Workspace Session","AY - VSCode and Github Copilot","CDISC01_CSR"
"2026-02-04T22:33:36.351Z","agnes_domino","Start a Workspace Session","AY - VSCode and Github Copilot","CDISC01_CSR"
"2026-02-04T22:33:36.341Z","agnes_domino","Start Run","","CDISC01_CSR"
"2026-02-04T22:33:36.299Z","agnes_domino","Mount NetApp-backed Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-04T22:33:36.169Z","agnes_domino","Mount External Data Volumes to Execution","CDISC01_CSR","CDISC01_CSR"
"2026-02-04T22:33:25.641Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-04T22:24:23.279Z","agnes_domino","Change Governance Bundle Stage","T_POP Output","CDISC01_CSR"
"2026-02-04T22:24:16.727Z","agnes_domino","Submit Results in a Bundle","T_POP Output","CDISC01_CSR"
"2026-02-04T22:24:14.542Z","agnes_domino","Submit Results in a Bundle","T_POP Output","CDISC01_CSR"
"2026-02-04T22:24:13.763Z","agnes_domino","Submit Results in a Bundle","T_POP Output","CDISC01_CSR"
"2026-02-04T22:24:12.923Z","agnes_domino","Submit Results in a Bundle","T_POP Output","CDISC01_CSR"
"2026-02-04T22:24:10.838Z","agnes_domino","Update Governance Bundle Stage Assignee","T_POP Output","CDISC01_CSR"
"2026-02-04T22:23:10.831Z","agnes_domino","Create Governance Bundle","T_POP Output","CDISC01_CSR"
"2026-02-04T22:23:10.828Z","agnes_domino","Add Policy to Governance Bundle","T_POP Output","CDISC01_CSR"
"2026-02-04T22:22:42.515Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-04T22:22:18.104Z","agnes_domino","View Repo File","","CDISC01_CSR"
"2026-02-04T22:13:15.676Z","agnes_domino","View Repo File","","CDISC01_SDTM"
"2026-02-04T22:11:00.668Z","agnes_domino","View Repo File","","CDISC01_SDTM"
"2026-02-04T22:10:58.884Z","agnes_domino","Remove Grant from NetApp-backed Volume","CDISC01_ReportingTeam",""
"2026-02-04T22:09:45.393Z","agnes_domino","View Repo File","","CDISC01_SDTM"
"2026-02-04T22:09:39.639Z","agnes_domino","View Repo File","","CDISC01_SDTM"
"2026-02-04T20:24:59.125Z","ross_domino","Stop a Workspace Session","ross_domino's vscode session","Introduction_to_Domino"
"2026-02-04T20:24:55.498Z","ross_domino","Set As Active Environment Revision","Domino Standard Environment Py3.10 R4.5 Github Copilot",""
"2026-02-04T20:02:15.377Z","ross_domino","Start a Workspace Session","ross_domino's vscode session","Introduction_to_Domino"
"2026-02-04T20:02:15.367Z","ross_domino","Start Run","","Introduction_to_Domino"
"2026-02-04T20:02:15.312Z","ross_domino","Mount External Data Volumes to Execution","Introduction_to_Domino","Introduction_to_Domino"
"2026-02-04T20:01:57.929Z","ross_domino","Stop a Workspace Session","ross_domino's vscode session","Introduction_to_Domino"
